what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xml.core,1.1.401.v200908242115,"org.eclipse.wst.xml.core",1269789803245
started,bundle,org.eclipse.mylyn.commons.net,3.3.0.v20091013-0200-e3x,"org.eclipse.mylyn.commons.net",1269789803245
started,bundle,org.eclipse.mylyn.bugzilla.core,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.bugzilla.core",1269789803245
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.bugzilla.ui",1269789803245
started,bundle,org.eclipse.mylyn.commons.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.commons.ui",1269789803261
started,bundle,org.eclipse.mylyn.context.core,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.context.core",1269789803261
started,bundle,org.eclipse.mylyn.context.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.context.ui",1269789803261
started,bundle,org.eclipse.mylyn.monitor.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.monitor.ui",1269789803261
started,bundle,org.eclipse.mylyn.tasks.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.tasks.ui",1269789803276
started,bundle,org.eclipse.mylyn.team.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.team.ui",1269789803276
os,sysinfo,,,"win32",1269789803276
arch,sysinfo,,,"x86",1269789803276
ws,sysinfo,,,"win32",1269789803276
locale,sysinfo,,,"en_US",1269789803276
processors,sysinfo,,,"2",1269789803276
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1269789803276
java.runtime.version,sysinfo,,,"1.6.0_17-b04",1269789803276
java.specification.name,sysinfo,,,"Java Platform API Specification",1269789803276
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1269789803276
java.specification.version,sysinfo,,,"1.6",1269789803276
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1269789803276
java.version,sysinfo,,,"1.6.0_17",1269789803276
java.vm.info,sysinfo,,,"mixed mode",1269789803276
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1269789803276
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1269789803276
