what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273347748552
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273347763036
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273347786317
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273347794146
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1273347799224
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273347799896
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273347829552
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273347853692
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273347860677
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273347860786
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273347865067
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273347865192
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273348545192
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273348947146
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273348965099
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273348965239
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273348979521
activated,view,org.eclipse.help.ui,3.4.1.v20090819_35x,"org.eclipse.help.ui.HelpView",1273348988817
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273348997286
closed,view,org.eclipse.help.ui,3.4.1.v20090819_35x,"org.eclipse.help.ui.HelpView",1273348997302
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273348998864
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273349160239
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273349179614
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273349303474
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273349309817
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273349310802
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1273349347114
started,bundle,org.eclipse.mylyn.java.tasks,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.java.tasks",1273349347396
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273349353911
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273349414677
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273349415536
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273349415583
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273349423974
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273349424849
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273349427474
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273349428177
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273349453005
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273349453192
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273349453255
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273349486396
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273349486599
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273349512755
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273349522630
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1273349571271
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1273349572677
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1273349574021
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273349580880
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273349592067
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273349621599
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352403349
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352487630
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352489567
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1273352489567
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352489646
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352491880
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352507646
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352613567
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273352617614
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273352618396
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273352645785
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352650512
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352652500
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1273352652500
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352652515
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352653486
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352653705
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352656272
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352657305
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352659637
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352659825
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352664317
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352682848
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273352686918
