what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1273433090130
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1273433090130
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1273433090130
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1273433090130
started,bundle,org.eclipse.ui.navigator,3.4.2.M20100120-0800,"org.eclipse.ui.navigator",1273433090130
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1273433090130
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1273433090130
started,bundle,org.eclipse.wst.common.modulecore,1.1.301.v201001252130,"org.eclipse.wst.common.modulecore",1273433090130
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200911141735,"org.eclipse.wst.common.project.facet.core",1273433090130
started,bundle,org.eclipse.wst.jsdt.core,1.0.201.v2010012803,"org.eclipse.wst.jsdt.core",1273433090130
started,bundle,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui",1273433090130
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1273433090130
started,bundle,org.eclipse.wst.validation,1.2.104.v200911120201,"org.eclipse.wst.validation",1273433090130
started,bundle,org.eclipse.wst.web,1.1.301.v200911302230,"org.eclipse.wst.web",1273433090130
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1273433090145
os,sysinfo,,,"win32",1273433090145
arch,sysinfo,,,"x86",1273433090145
ws,sysinfo,,,"win32",1273433090145
locale,sysinfo,,,"en_US",1273433090145
processors,sysinfo,,,"2",1273433090145
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1273433090145
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1273433090145
java.specification.name,sysinfo,,,"Java Platform API Specification",1273433090145
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1273433090145
java.specification.version,sysinfo,,,"1.6",1273433090145
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1273433090145
java.version,sysinfo,,,"1.6.0_20",1273433090145
java.vm.info,sysinfo,,,"mixed mode",1273433090145
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1273433090145
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1273433090145
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1273433090145
java.vm.specification.version,sysinfo,,,"1.0",1273433090145
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1273433090145
java.vm.version,sysinfo,,,"16.3-b01",1273433090145
started,bundle,org.eclipse.jst.servlet.ui,1.1.301.v200908101600,"org.eclipse.jst.servlet.ui",1273433090989
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1273433091020
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1273433091036
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1273433091692
error,log,,,"loadAndParseRClass: failed to find manifest package for project ArroyoRemote",1273433093505
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1273433094739
error,log,,,"Errors occurred during the build.",1273433095895
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273433095973
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273433098645
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273433111005
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273433112098
