what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273354947216
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273354955778
activated,perspective,com.android.ide.eclipse.ddms,0.9.6.v201002051504-24846,"com.android.ide.eclipse.ddms.Perspective",1273354959372
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273354960341
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.301.v201001252130,"org.eclipse.jst.j2ee.J2EEPerspective",1273354960341
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273354964825
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355027638
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273355037638
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273355037841
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355045966
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355047700
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1273355047700
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355047763
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355049263
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355050325
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355051888
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355053638
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355057497
activated,perspective,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugPerspective",1273355057669
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355059388
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355066169
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.VariableView",1273355071716
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1273355103169
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1273355103278
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355105106
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355110794
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1273355114716
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.VariableView",1273355160153
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355163716
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355168341
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1273355195388
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1273355195559
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355197341
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355202028
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1273355203778
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355205372
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273355214059
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.301.v201001252130,"org.eclipse.jst.j2ee.J2EEPerspective",1273355218153
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273355218169
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273355230872
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273355231513
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273355231966
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273355232169
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273355232372
